collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
163,Summon: G.F. Ifrit,{2}{R},3.0,Enchantment Creature — Saga Demon,common,R,R,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II — You may discard a card. If you do, draw a card.
III, IV — Add {R}.",3,2,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/163/summon:-gf-ifrit?utm_source=api
164,Suplex,{1}{R},2.0,Sorcery,common,R,R,"Choose one —
• Suplex deals 3 damage to target creature. If that creature would die this turn, exile it instead.
• Exile target artifact.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/164/suplex?utm_source=api
165,Thunder Magic,{R},1.0,Instant,common,R,R,"Tiered (Choose one additional cost.)
• Thunder — {0} — Thunder Magic deals 2 damage to target creature.
• Thundara — {3} — Thunder Magic deals 4 damage to target creature.
• Thundaga — {5}{R} — Thunder Magic deals 8 damage to target creature.",,,,"Thunder, Thundaga, Tiered, Thundara",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/165/thunder-magic?utm_source=api
166,Triple Triad,{3}{R}{R}{R},6.0,Enchantment,rare,R,R,"At the beginning of your upkeep, each player exiles the top card of their library. Until end of turn, you may play the card you own exiled this way and each other card exiled this way with lesser mana value than it without paying their mana costs.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/166/triple-triad?utm_source=api
167,Unexpected Request,{2}{R},3.0,Sorcery,uncommon,R,R,"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. You may attach an Equipment you control to that creature. If you do, unattach it at the beginning of the next end step.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/167/unexpected-request?utm_source=api
168,"Vaan, Street Thief",{2}{R},3.0,Legendary Creature — Human Scout,rare,R,R,"Whenever one or more Scouts, Pirates, and/or Rogues you control deal combat damage to a player, exile the top card of that player's library. You may cast it. If you don't, create a Treasure token.
Whenever you cast a spell you don't own, put a +1/+1 counter on each Scout, Pirate, and Rogue you control.",2,2,,Treasure,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/168/vaan-street-thief?utm_source=api
169,Warrior's Sword,{3}{R},4.0,Artifact — Equipment,common,R,R,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +3/+2 and is a Warrior in addition to its other types.
Equip {5} ({5}: Attach to target creature you control. Equip only as a sorcery.)",,,,"Job select, Equip",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/169/warriors-sword?utm_source=api
170,Zell Dincht,{2}{R},3.0,Legendary Creature — Human Monk,rare,R,R,"You may play an additional land on each of your turns.
Zell Dincht gets +1/+0 for each land you control.
At the beginning of your end step, return a land you control to its owner's hand.",0,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/170/zell-dincht?utm_source=api
171,Airship Crash,{2}{G},3.0,Instant,common,G,G,"Destroy target artifact, enchantment, or creature with flying.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,,Cycling,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/171/airship-crash?utm_source=api
172,Ancient Adamantoise,{5}{G}{G}{G},8.0,Creature — Turtle,mythic,G,G,"Vigilance, ward {3}
Damage isn't removed from this creature during cleanup steps.
All damage that would be dealt to you and other permanents you control is dealt to this creature instead.
When this creature dies, exile it and create ten tapped Treasure tokens.",8,20,,"Vigilance, Treasure, Ward",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/172/ancient-adamantoise?utm_source=api
173,Balamb T-Rexaur,{4}{G}{G},6.0,Creature — Dinosaur,common,G,G,"Trample
When this creature enters, you gain 3 life.
Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)",6,6,,"Landcycling, Trample, Forestcycling, Typecycling, Cycling",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/173/balamb-t-rexaur?utm_source=api
174,Bard's Bow,{2}{G},3.0,Artifact — Equipment,common,G,G,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +2/+2, has reach, and is a Bard in addition to its other types.
Perseus's Bow — Equip {6} ({6}: Attach to target creature you control. Equip only as a sorcery.)",,,,"Job select, Equip",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/174/bards-bow?utm_source=api
175,Bartz and Boko,{3}{G}{G},5.0,Legendary Creature — Human Bird,rare,G,G,"Affinity for Birds (This spell costs {1} less to cast for each Bird you control.)
When Bartz and Boko enters, each other Bird you control deals damage equal to its power to target creature an opponent controls.",4,3,,Affinity,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/175/bartz-and-boko?utm_source=api
176,Blitzball Shot,{1}{G},2.0,Instant,common,G,G,Target creature gets +3/+3 and gains trample until end of turn.,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/176/blitzball-shot?utm_source=api
177,Cactuar,{G},1.0,Creature — Plant,uncommon,G,G,"Trample
At the beginning of your end step, if this creature didn't enter the battlefield this turn, return it to its owner's hand.",3,3,,Trample,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/177/cactuar?utm_source=api
178,Chocobo Kick,{1}{G},2.0,Sorcery,common,G,G,"Kicker—Return a land you control to its owner's hand. (You may return a land you control to its owner's hand in addition to any other costs as you cast this spell.)
Target creature you control deals damage equal to its power to target creature an opponent controls. If this spell was kicked, the creature you control deals twice that much damage instead.",,,,Kicker,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/178/chocobo-kick?utm_source=api
179,Chocobo Racetrack,{3}{G}{G},5.0,Artifact,uncommon,G,G,"Landfall — Whenever a land you control enters, create a 2/2 green Bird creature token with ""Whenever a land you control enters, this token gets +1/+0 until end of turn.""",,,,Landfall,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/179/chocobo-racetrack?utm_source=api
180,Clash of the Eikons,{G},1.0,Sorcery,uncommon,G,G,"Choose one or more —
• Target creature you control fights target creature an opponent controls.
• Remove a lore counter from target Saga you control. (Removing lore counters doesn't cause chapter abilities to trigger.)
• Put a lore counter on target Saga you control.",,,,Fight,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/180/clash-of-the-eikons?utm_source=api
181,Coliseum Behemoth,{5}{G}{G},7.0,Creature — Beast,uncommon,G,G,"Trample
When this creature enters, choose one —
• Destroy target artifact or enchantment.
• Draw a card.",7,7,,Trample,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/181/coliseum-behemoth?utm_source=api
182,Commune with Beavers,{G},1.0,Sorcery,common,G,G,"Look at the top three cards of your library. You may reveal an artifact, creature, or land card from among them and put it into your hand. Put the rest on the bottom of your library in any order.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/182/commune-with-beavers?utm_source=api
183,Diamond Weapon,{7}{G}{G},9.0,Legendary Artifact Creature — Elemental,uncommon,G,G,"This spell costs {1} less to cast for each permanent card in your graveyard.
Reach
Immune — Prevent all combat damage that would be dealt to Diamond Weapon.",8,8,,"Reach, Immune",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/183/diamond-weapon?utm_source=api
184,The Earth Crystal,{2}{G}{G},4.0,Legendary Artifact,rare,G,G,"Green spells you cast cost {1} less to cast.
If one or more +1/+1 counters would be put on a creature you control, twice that many +1/+1 counters are put on that creature instead.
{4}{G}{G}, {T}: Distribute two +1/+1 counters among one or two target creatures you control.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/184/the-earth-crystal?utm_source=api
185,Esper Origins // Summon: Esper Maduin,,2.0,Sorcery // Enchantment Creature — Saga Elemental,rare,,G,,,,,"Surveil, Transform, Flashback",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/185/esper-origins-summon:-esper-maduin?utm_source=api
186,Galuf's Final Act,{1}{G},2.0,Instant,uncommon,G,G,"Until end of turn, target creature gets +1/+0 and gains ""When this creature dies, put a number of +1/+1 counters equal to its power on up to one target creature.""",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/186/galufs-final-act?utm_source=api
187,Gigantoad,{3}{G},4.0,Creature — Frog,common,G,G,"As long as you control seven or more lands, this creature gets +2/+2.",4,4,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/187/gigantoad?utm_source=api
188,Goobbue Gardener,{1}{G},2.0,Creature — Plant Beast,common,G,G,{T}: Add {G}.,1,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/188/goobbue-gardener?utm_source=api
189,Gran Pulse Ochu,{G},1.0,Creature — Plant Beast,common,G,G,"Deathtouch
{8}: Until end of turn, this creature gets +1/+1 for each permanent card in your graveyard.",1,1,,Deathtouch,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/189/gran-pulse-ochu?utm_source=api
190,Gysahl Greens,{1}{G},2.0,Sorcery,common,G,G,"Create a 2/2 green Bird creature token with ""Whenever a land you control enters, this token gets +1/+0 until end of turn.""
Flashback {6}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/190/gysahl-greens?utm_source=api
191,Jumbo Cactuar,{5}{G}{G},7.0,Creature — Plant,rare,G,G,"10,000 Needles — Whenever this creature attacks, it gets +9999/+0 until end of turn.",1,7,,"10,000 Needles",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/191/jumbo-cactuar?utm_source=api
192,Loporrit Scout,{2}{G},3.0,Creature — Rabbit Scout,common,G,G,"Whenever another creature you control enters, this creature gets +1/+1 until end of turn.",3,2,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/192/loporrit-scout?utm_source=api
193,Prishe's Wanderings,{2}{G},3.0,Instant,common,G,G,"Search your library for a basic land card or Town card, put it onto the battlefield tapped, then shuffle. When you search your library this way, put a +1/+1 counter on target creature you control.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/193/prishes-wanderings?utm_source=api
194,"Quina, Qu Gourmet",{2}{G},3.0,Legendary Creature — Qu,uncommon,G,G,"If one or more tokens would be created under your control, those tokens plus a 1/1 green Frog creature token are created instead.
{2}, Sacrifice a Frog: Put a +1/+1 counter on Quina.",2,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/194/quina-qu-gourmet?utm_source=api
195,Reach the Horizon,{3}{G},4.0,Sorcery,uncommon,G,G,"Search your library for up to two basic land cards and/or Town cards with different names, put them onto the battlefield tapped, then shuffle.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/195/reach-the-horizon?utm_source=api
196,A Realm Reborn,{4}{G}{G},6.0,Enchantment,rare,G,G,"Other permanents you control have ""{T}: Add one mana of any color.""",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/196/a-realm-reborn?utm_source=api
197,Ride the Shoopuf,{1}{G},2.0,Enchantment,uncommon,G,G,"Landfall — Whenever a land you control enters, put a +1/+1 counter on target creature you control.
{5}{G}{G}: This enchantment becomes a 7/7 Beast creature in addition to its other types.",,,,Landfall,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/197/ride-the-shoopuf?utm_source=api
198,Rydia's Return,{3}{G}{G},5.0,Sorcery,uncommon,G,G,"Choose one —
• Creatures you control get +3/+3 until end of turn.
• Return up to two target permanent cards from your graveyard to your hand.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/198/rydias-return?utm_source=api
199,Sazh Katzroy,{3}{G},4.0,Legendary Creature — Human Pilot,rare,G,G,"When Sazh Katzroy enters, you may search your library for a Bird or basic land card, reveal it, put it into your hand, then shuffle.
Whenever Sazh Katzroy attacks, put a +1/+1 counter on target creature, then double the number of +1/+1 counters on that creature.",3,3,,Double,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/199/sazh-katzroy?utm_source=api
200,Sazh's Chocobo,{G},1.0,Creature — Bird,uncommon,G,G,"Landfall — Whenever a land you control enters, put a +1/+1 counter on this creature.",0,1,,Landfall,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/200/sazhs-chocobo?utm_source=api
201,Sidequest: Raise a Chocobo // Black Chocobo,,2.0,Enchantment // Creature — Bird,uncommon,,G,,,,,"Transform, Landfall",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/201/sidequest:-raise-a-chocobo-black-chocobo?utm_source=api
202,Summon: Fat Chocobo,{4}{G},5.0,Enchantment Creature — Saga Bird,common,G,G,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I — Wark — Create a 2/2 green Bird creature token with ""Whenever a land you control enters, this token gets +1/+0 until end of turn.""
II, III, IV — Kerplunk — Creatures you control gain trample until end of turn.",4,4,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/202/summon:-fat-chocobo?utm_source=api
203,Summon: Fenrir,{2}{G},3.0,Enchantment Creature — Saga Wolf,uncommon,G,G,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Crescent Fang — Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
II — Heavenward Howl — When you next cast a creature spell this turn, that creature enters with an additional +1/+1 counter on it.
III — Ecliptic Growl — Draw a card if you control the creature with the greatest power or tied for the greatest power.",3,2,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/203/summon:-fenrir?utm_source=api
204,Summon: Titan,{3}{G}{G},5.0,Enchantment Creature — Saga Giant,rare,G,G,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Mill five cards.
II — Return all land cards from your graveyard to the battlefield tapped.
III — Until end of turn, another target creature you control gains trample and gets +X/+X, where X is the number of lands you control.
Reach, trample",7,7,,"Reach, Trample, Mill",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/204/summon:-titan?utm_source=api
205,Summoner's Grimoire,{3}{G},4.0,Artifact — Book Equipment,rare,G,G,"Job select
Equipped creature is a Shaman in addition to its other types and has ""Whenever this creature attacks, you may put a creature card from your hand onto the battlefield. If that card is an enchantment card, it enters tapped and attacking.""
Abraxas — Equip {3}",,,,"Job select, Equip, Abraxas",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/205/summoners-grimoire?utm_source=api
206,Tifa Lockhart,{1}{G},2.0,Legendary Creature — Human Monk,rare,G,G,"Trample
Landfall — Whenever a land you control enters, double Tifa Lockhart's power until end of turn.",1,2,,"Trample, Double, Landfall",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/206/tifa-lockhart?utm_source=api
207,Tifa's Limit Break,{G},1.0,Instant,uncommon,G,G,"Tiered (Choose one additional cost.)
• Somersault — {0} — Target creature gets +2/+2 until end of turn.
• Meteor Strikes — {2} — Double target creature's power and toughness until end of turn.
• Final Heaven — {6}{G} — Triple target creature's power and toughness until end of turn.",,,,"Triple, Final Heaven, Meteor Strikes, Somersault, Tiered, Double",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/207/tifas-limit-break?utm_source=api
208,"Torgal, A Fine Hound",{1}{G},2.0,Legendary Creature — Wolf,uncommon,G,G,"Whenever you cast your first Human creature spell each turn, that creature enters with an additional +1/+1 counter on it for each Dog and/or Wolf you control.
{T}: Add one mana of any color.",2,2,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/208/torgal-a-fine-hound?utm_source=api
209,Town Greeter,{1}{G},2.0,Creature — Human Citizen,common,G,G,"When this creature enters, mill four cards. You may put a land card from among them into your hand. If you put a Town card into your hand this way, you gain 2 life. (To mill four cards, a player puts the top four cards of their library into their graveyard.)",1,1,,Mill,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/209/town-greeter?utm_source=api
210,Traveling Chocobo,{2}{G},3.0,Creature — Bird,mythic,G,G,"You may look at the top card of your library any time.
You may play lands and cast Bird spells from the top of your library.
If a land or Bird you control entering the battlefield causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.",3,2,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/210/traveling-chocobo?utm_source=api
211,"Vanille, Cheerful l'Cie",{3}{G},4.0,Legendary Creature — Human Cleric,uncommon,G,"B, G","When Vanille enters, mill two cards, then return a permanent card from your graveyard to your hand.
At the beginning of your first main phase, if you both own and control Vanille and a creature named Fang, Fearless l'Cie, you may pay {3}{B}{G}. If you do, exile them, then meld them into Ragnarok, Divine Deliverance.",3,2,,"Meld, Mill",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/211/vanille-cheerful-lcie?utm_source=api
212,Absolute Virtue,{6}{W}{U},8.0,Legendary Creature — Avatar Warrior,mythic,"U, W","U, W","This spell can't be countered.
Flying
You have protection from each of your opponents. (You can't be dealt damage, enchanted, or targeted by anything controlled by your opponents.)",8,8,,Flying,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/212/absolute-virtue?utm_source=api
213,Balthier and Fran,{1}{R}{G},3.0,Legendary Creature — Human Rabbit,rare,"G, R","G, R","Reach
Vehicles you control get +1/+1 and have vigilance and reach.
Whenever a Vehicle crewed by Balthier and Fran this turn attacks, if it's the first combat phase of the turn, you may pay {1}{R}{G}. If you do, after this phase, there is an additional combat phase.",4,3,,Reach,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/213/balthier-and-fran?utm_source=api
214,Black Waltz No. 3,{2}{B}{R},4.0,Legendary Creature — Wizard,uncommon,"B, R","B, R","Flying, deathtouch
Whenever you cast a noncreature spell, Black Waltz No. 3 deals 2 damage to each opponent.",2,2,,"Deathtouch, Flying",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/214/black-waltz-no-3?utm_source=api
215,"Choco, Seeker of Paradise",{1}{G}{W}{U},4.0,Legendary Creature — Bird,rare,"G, U, W","G, U, W","Whenever one or more Birds you control attack, look at that many cards from the top of your library. You may put one of them into your hand. Then put any number of land cards from among them onto the battlefield tapped and the rest into your graveyard.
Landfall — Whenever a land you control enters, Choco gets +1/+0 until end of turn.",3,5,,Landfall,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/215/choco-seeker-of-paradise?utm_source=api
216,"Cid, Timeless Artificer",{2}{W}{U},4.0,Legendary Creature — Human Artificer,uncommon,"U, W","U, W","Artifact creatures and Heroes you control get +1/+1 for each Artificer you control and each Artificer card in your graveyard.
A deck can have any number of cards named Cid, Timeless Artificer.
Cycling {W}{U} ({W}{U}, Discard this card: Draw a card.)",4,4,,Cycling,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/216/cid-timeless-artificer?utm_source=api
217,Cloud of Darkness,{2}{B}{G}{G},5.0,Legendary Creature — Avatar,uncommon,"B, G","B, G","Flying
Particle Beam — When Cloud of Darkness enters, target creature an opponent controls gets -X/-X until end of turn, where X is the number of permanent cards in your graveyard.",3,3,,"Particle Beam, Flying",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/217/cloud-of-darkness?utm_source=api
218,"Emet-Selch, Unsundered // Hades, Sorcerer of Eld",,3.0,Legendary Creature — Elder Wizard // Legendary Creature — Avatar,mythic,,"B, U",,,,,"Vigilance, Echo of the Lost, Transform",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/218/emet-selch-unsundered-hades-sorcerer-of-eld?utm_source=api
219,The Emperor of Palamecia // The Lord Master of Hell,,2.0,Legendary Creature — Human Noble Wizard // Legendary Creature — Demon Noble Wizard,uncommon,,"R, U",,,,,"Starfall, Transform",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/219/the-emperor-of-palamecia-the-lord-master-of-hell?utm_source=api
220,"Exdeath, Void Warlock // Neo Exdeath, Dimension's End",,3.0,Legendary Creature — Spirit Warlock // Legendary Creature — Spirit Avatar,uncommon,,"B, G",,,,,"Transform, Trample",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/220/exdeath-void-warlock-neo-exdeath-dimensions-end?utm_source=api
221,"Garland, Knight of Cornelia // Chaos, the Endless",,2.0,Legendary Creature — Human Knight // Legendary Creature — Demon,uncommon,,"B, R",,,,,"Flying, Surveil, Transform",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/221/garland-knight-of-cornelia-chaos-the-endless?utm_source=api
222,"Garnet, Princess of Alexandria",{G}{W},2.0,Legendary Creature — Human Noble Cleric,uncommon,"G, W","G, W","Lifelink
Whenever Garnet attacks, you may remove a lore counter from each of any number of Sagas you control. Put a +1/+1 counter on Garnet for each lore counter removed this way.",2,2,,Lifelink,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/222/garnet-princess-of-alexandria?utm_source=api
223,"Giott, King of the Dwarves",{R}{W},2.0,Legendary Creature — Dwarf Noble,uncommon,"R, W","R, W","Double strike
Whenever Giott or another Dwarf you control enters and whenever an Equipment you control enters, you may discard a card. If you do, draw a card.",1,1,,Double strike,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/223/giott-king-of-the-dwarves?utm_source=api
224,Gladiolus Amicitia,{4}{R}{G},6.0,Legendary Creature — Human Warrior,uncommon,"G, R","G, R","When Gladiolus Amicitia enters, search your library for a land card, put it onto the battlefield tapped, then shuffle.
Landfall — Whenever a land you control enters, another target creature you control gets +2/+2 and gains trample until end of turn.",6,6,,Landfall,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/224/gladiolus-amicitia?utm_source=api
225,"Golbez, Crystal Collector",{U}{B},2.0,Legendary Creature — Human Wizard,rare,"B, U","B, U","Whenever an artifact you control enters, surveil 1.
At the beginning of your end step, if you control four or more artifacts, return target creature card from your graveyard to your hand. Then if you control eight or more artifacts, each opponent loses life equal to that card's power.",1,4,,Surveil,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/225/golbez-crystal-collector?utm_source=api
226,Hope Estheim,{W}{U},2.0,Legendary Creature — Human Wizard,rare,"U, W","U, W","Lifelink
At the beginning of your end step, each opponent mills X cards, where X is the amount of life you gained this turn.",2,2,,"Lifelink, Mill",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/226/hope-estheim?utm_source=api
227,Ignis Scientia,{1}{G}{U},3.0,Legendary Creature — Human Advisor,uncommon,"G, U","G, U","When Ignis Scientia enters, look at the top six cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest on the bottom of your library in a random order.
I've Come Up with a New Recipe! — {1}{G}{U}, {T}: Exile target card from a graveyard. If a creature card was exiled this way, create a Food token.",2,2,,Food,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/227/ignis-scientia?utm_source=api
228,"Jenova, Ancient Calamity",{2}{B}{G},4.0,Legendary Creature — Alien,rare,"B, G","B, G","At the beginning of combat on your turn, put a number of +1/+1 counters equal to Jenova's power on up to one other target creature. That creature becomes a Mutant in addition to its other types.
Whenever a Mutant you control dies during your turn, you draw cards equal to its power.",1,5,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/228/jenova-ancient-calamity?utm_source=api
229,"Joshua, Phoenix's Dominant // Phoenix, Warden of Fire",,3.0,Legendary Creature — Human Noble Wizard // Legendary Enchantment Creature — Saga Phoenix,rare,,"R, W",,,,,"Flying, Lifelink, Transform",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/229/joshua-phoenixs-dominant-phoenix-warden-of-fire?utm_source=api
230,Judge Magister Gabranth,{W}{B},2.0,Legendary Creature — Human Advisor Knight,uncommon,"B, W","B, W","Menace (This creature can't be blocked except by two or more creatures.)
Whenever another creature or artifact you control dies, put a +1/+1 counter on Judge Magister Gabranth.",2,2,,Menace,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/230/judge-magister-gabranth?utm_source=api
231,"Kefka, Court Mage // Kefka, Ruler of Ruin",,5.0,Legendary Creature — Human Wizard // Legendary Creature — Avatar Wizard,mythic,,"B, R, U",,,,,"Flying, Transform",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/231/kefka-court-mage-kefka-ruler-of-ruin?utm_source=api
232,"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",,4.0,Legendary Creature — Human Mutant Wizard // Legendary Creature — Avatar Wizard,rare,,"B, R",,,,,"Transform, Double",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/232/kuja-genome-sorcerer-trance-kuja-fate-defied?utm_source=api
233,"Lightning, Army of One",{1}{R}{W},3.0,Legendary Creature — Human Soldier,mythic,"R, W","R, W","First strike, trample, lifelink
Stagger — Whenever Lightning deals combat damage to a player, until your next turn, if a source would deal damage to that player or a permanent that player controls, it deals double that damage instead.",3,2,,"Lifelink, Stagger, First strike, Trample, Double",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/233/lightning-army-of-one?utm_source=api
234,Locke Cole,{1}{U}{B},3.0,Legendary Creature — Human Rogue,uncommon,"B, U","B, U","Deathtouch, lifelink
Whenever Locke Cole deals combat damage to a player, draw a card, then discard a card.",2,3,,"Lifelink, Deathtouch",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/234/locke-cole?utm_source=api
235,"Noctis, Prince of Lucis",{1}{W}{U}{B},4.0,Legendary Creature — Human Noble,rare,"B, U, W","B, U, W","Lifelink
You may cast artifact spells from your graveyard by paying 3 life in addition to paying their other costs. If you cast a spell this way, that artifact enters with a finality counter on it.",4,3,,Lifelink,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/235/noctis-prince-of-lucis?utm_source=api
236,"Omega, Heartless Evolution",{5}{G}{U},7.0,Legendary Artifact Creature — Robot,uncommon,"G, U","G, U","Wave Cannon — When Omega enters, for each opponent, tap up to one target nonland permanent that opponent controls. Put X stun counters on each of those permanents and you gain X life, where X is the number of nonbasic lands you control. (If a permanent with a stun counter would become untapped, remove one from it instead.)",8,8,,Wave Cannon,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/236/omega-heartless-evolution?utm_source=api
237,Rinoa Heartilly,{3}{G}{W},5.0,Legendary Creature — Human Rebel Warlock,uncommon,"G, W","G, W","When Rinoa Heartilly enters, create Angelo, a legendary 1/1 green and white Dog creature token.
Angelo Cannon — Whenever Rinoa Heartilly attacks, another target creature you control gets +1/+1 until end of turn for each creature you control.",4,4,,Angelo Cannon,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/237/rinoa-heartilly?utm_source=api
238,Rufus Shinra,{1}{W}{B},3.0,Legendary Creature — Human Noble,uncommon,"B, W","B, W","Whenever Rufus Shinra attacks, if you don't control a creature named Darkstar, create Darkstar, a legendary 2/2 white and black Dog creature token.",2,4,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/238/rufus-shinra?utm_source=api
239,"Rydia, Summoner of Mist",{R}{G},2.0,Legendary Creature — Human Shaman,uncommon,"G, R","G, R","Landfall — Whenever a land you control enters, you may discard a card. If you do, draw a card.
Summon — {X}, {T}: Return target Saga card with mana value X from your graveyard to the battlefield with a finality counter on it. It gains haste until end of turn. Activate only as a sorcery.",1,2,,"Summon, Landfall",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/239/rydia-summoner-of-mist?utm_source=api
240,Serah Farron // Crystallized Serah,,3.0,Legendary Creature — Human Citizen // Legendary Artifact,rare,,"G, W",,,,,Transform,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/240/serah-farron-crystallized-serah?utm_source=api
241,"Shantotto, Tactician Magician",{1}{U}{R},3.0,Legendary Creature — Dwarf Wizard,uncommon,"R, U","R, U","Whenever you cast a noncreature spell, Shantotto gets +X/+0 until end of turn, where X is the amount of mana spent to cast that spell. If X is 4 or more, draw a card.",0,4,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/241/shantotto-tactician-magician?utm_source=api
242,"Sin, Spira's Punishment",{4}{B}{G}{U},7.0,Legendary Creature — Leviathan Avatar,rare,"B, G, U","B, G, U","Flying
Whenever Sin enters or attacks, exile a permanent card from your graveyard at random, then create a tapped token that's a copy of that card. If the exiled card is a land card, repeat this process.",7,7,,Flying,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/242/sin-spiras-punishment?utm_source=api
